name,brewery_type,address,state,phone,website_url,country,region,division
MillerCoors Brewing Co - Trenton,large,2525 Wayne Madison Rd Trenton Ohio 45067-9760,Ohio,5138964601,http://www.millerbrewing.com,United States,Midwest,East North Central
Millersburg Brewing,brewpub,60 E Jackson St Millersburg Ohio 44654-1257,Ohio,3306744728,http://www.millersburgbrewing.com,United States,Midwest,East North Central
Millstream Brewing Co,brewpub,835 48th Ave Amana Iowa 52203-8122,Iowa,3196223672,http://www.millstreambrewing.com,United States,Midwest,West North Central
Millwood Brewing Company,micro,9013 E Frederick Ave Spokane Washington 99212-2108,Washington,5093689538,http://www.millwoodbrewery.com,United States,West,Pacific
Millyard Brewing,micro,25 E Otterson St Nashua New Hampshire 03060-3941,New Hampshire,6035055079,http://www.millyardbrewery.com,United States,Northeast,New England
Milton's Brewing,micro,108 E Mermod St Carlsbad New Mexico 88220,New Mexico,5756891026,http://www.miltonsbrewing.com,United States,West,Mountain
Milwaukee Brewing Co - Production facility,micro,613 S 2nd St Milwaukee Wisconsin 53204-1616,Wisconsin,4142262337,http://www.ale-house.com,United States,Midwest,East North Central
Milwaukee Brewing Company,micro,613 S 2nd St Milwaukee Wisconsin 53204-1616,Wisconsin,4142262337,http://www.mkebrewing.com,United States,Midwest,East North Central
Milwaukee Premium Brewing Co,contract,6591 N Sidney Pl Glendale Wisconsin 53209-3215,Wisconsin,4143625000,Not Available,United States,Midwest,East North Central
Mindful Brewing Company,brewpub,3759 Library Rd Castle Shannon Pennsylvania 15234-2232,Pennsylvania,4126683857,http://Www.mindfulbrewing.com,United States,Northeast,Middle Atlantic
Minerâs Alley Brewing Company,brewpub,2053 Montgomery St Oroville California 95965-4947,California,5306934388,http://www.minersalleybrewingco.com,United States,West,Pacific
Minglewood Brewery,brewpub,121 Broadway St Cape Girardeau Missouri 63701-7326,Missouri,5738030524,http://www.minglewoodbrewery.com,United States,Midwest,West North Central
Minhas Craft Brewery,regional,1208 14th Ave Monroe Wisconsin 53566-2055,Wisconsin,6083289120,http://www.minhasbrewery.com,United States,Midwest,East North Central
Minneapolis Town Hall Brewery,brewpub,1430 Washington Ave S Minneapolis Minnesota 55454-1038,Minnesota,6123398696,http://www.townhallbrewery.com,United States,Midwest,West North Central
Mirage Beer Co.,proprietor,4109 N 37th St Tacoma Washington 98407-5610,Washington,2532256654,http://miragebeer.com,United States,West,Pacific
Mirror Twin Brewing,brewpub,725 National Ave Lexington Kentucky 40502-1431,Kentucky,8594478146,http://www.mirrortwinbrewing.com,United States,South,East South Central
Mishap! Brewing Company,micro,48 S Main St Buffalo Wyoming 82834-1823,Wyoming,3076205688,http://www.mishapbrewing.com,United States,West,Mountain
Mispillion River Brewing,micro,255 Mullet Run St Milford Delaware 19963,Delaware,3024916623,http://www.mispillionriverbrewing.com,United States,South,South Atlantic
Missing Mountain Brewing Company,brewpub,2811 Front St Cuyahoga Falls Ohio 44262,Ohio,Not Available,http://www.missingmountain.com,United States,Midwest,East North Central
Mission Brewery,micro,1441 L St San Diego California 92101-8967,California,6195440555,http://www.missionbrewery.com,United States,West,Pacific
Missoula Brewing Company,brewpub,200 International Dr Missoula Montana 59808-1584,Montana,4065498193,http://www.highlanderbeer.com,United States,West,Mountain
Missouri Beer Company,micro,22 W Industrial Dr O Fallon Missouri 63366-1926,Missouri,6362946672,http://www.mobeerco.com,United States,Midwest,West North Central
Missouri Breaks Brewing,micro,326 Main St Wolf Point Montana 59201-0654,Montana,4066531467,http://www.missouribreaksbrewing.com,United States,West,Mountain
Mitten Brewing Co - Northport,brewpub,112 W Nagonaba St Northport Michigan 49670-5018,Michigan,6163182448,Not Available,United States,Midwest,East North Central
Moat Mountain Smoke House and Brewing Co,brewpub,3378 White Mountain Highway North Conway New Hampshire 03860-1518,New Hampshire,6033566381,http://www.moatmountain.com,United States,Northeast,New England
MobCraft Beer,proprietor,505 S 5th St Milwaukee Wisconsin 53204-1518,Wisconsin,6083463003,http://www.mobcraftbeer.com,United States,Midwest,East North Central
Moby Dick Brewing Co.,brewpub,16 S Water St New Bedford Massachusetts 02740-7235,Massachusetts,7742026961,http://www.mobydickbrewing.com,United States,Northeast,New England
Mockery Brewing,micro,3501 Delgany St Denver Colorado 80216-3617,Colorado,3039532058,http://Mockerybrewing.com,United States,West,Mountain
Moderation Brewing,micro,103 Maine St Brunswick Maine 04011-2012,Maine,12073479918,http://www.moderationbrewery.com,United States,Northeast,New England
Modern Brewery,micro,5231 Manchester Ave # E Saint Louis Missouri 63110-2092,Missouri,Not Available,http://www.mb314.com,United States,Midwest,West North Central
Modern Times Barrel House,micro,3486 Kurtz St # 102 San Diego California 92110-4429,California,Not Available,Not Available,United States,West,Pacific
Modern Times Beer,regional,3725 Greenwood St San Diego California 92110-4441,California,6195469694,http://www.moderntimesbeer.com,United States,West,Pacific
Modern Times - The Belmont Fermentorium,brewpub,630 SE Belmont St Portland Oregon 97214-2372,Oregon,Not Available,Not Available,United States,West,Pacific
Modern Times - The Dankness Dojo,brewpub,3725 Greenwood St San Diego California 92110-4441,California,6195469694,Not Available,United States,West,Pacific
Modist Brewing Company,micro,505 N 3rd St Minneapolis Minnesota 55401-1201,Minnesota,6124540258,http://www.modistbrewing.com,United States,Midwest,West North Central
Moeller Brew Barn,micro,8016 Marion Dr Maria Stein Ohio 45860-8706,Ohio,4199253005,http://www.moellerbrewbarn.com,United States,Midwest,East North Central
Moerlein Lager House,brewpub,115 Joe Nuxhall Way Cincinnati Ohio 45202-4143,Ohio,5134212337,http://www.moerleinlagerhouse.com,United States,Midwest,East North Central
Moksa Brewing Co,micro,5860 Pacific St Rocklin California 95677-3738,California,9168241366,http://www.moksabrewing.com,United States,West,Pacific
Moksha Beer,contract,Not Available San Jose California 95154-0279,California,4157295796,http://www.mokshabeer.com,United States,West,Pacific
Mollusk Brewing,brewpub,803 Dexter Ave N Seattle Washington 98109-4320,Washington,2064031228,http://www.molluskseattle.com,United States,West,Pacific
Molly Pitcher Brewing Co,micro,10 E South St Carlisle Pennsylvania 17013-3426,Pennsylvania,7176090969,http://www.mollypitcher.com,United States,Northeast,Middle Atlantic
MoMac Brewing Company,micro,3228 Academy Ave Portsmouth Virginia 23703-3203,Virginia,7573839572,http://www.momacbrewing.com,United States,South,South Atlantic
Monday Night Brewing,micro,670 Trabert Ave NW Atlanta Georgia 30318-4230,Georgia,4043527703,http://www.mondaynightbrewing.com,United States,South,South Atlantic
Monday Night Brewing - Garage,micro,933 Lee St SW Atlanta Georgia 30310,Georgia,Not Available,Not Available,United States,South,South Atlantic
Monhegan Brewing Co.,micro,1 Boody Lane Monhegan Maine 4852,Maine,2079753958,http://www.monheganbrewing.com,United States,Northeast,New England
Monk's Cellar,brewpub,240 Vernon St Roseville California 95678-2633,California,9167866665,http://monkscellar.com,United States,West,Pacific
Monkey Paw Brewing,micro,807 16th St San Diego California 92101-6610,California,6198672226,http://www.monkeypawbrewing.com,United States,West,Pacific
Monkey Town Brewing Company,brewpub,287 1st Ave Dayton Tennessee 37321-1248,Tennessee,4237751800,http://www.monkeytownbrewing.com,United States,South,East South Central
Monkish Brewing Co,micro,20311 S Western Ave Torrance California 90501-1504,California,3102952157,http://www.monkishbrewing.com,United States,West,Pacific
Monnik Beer Company,brewpub,1036 E Burnett Ave Louisville Kentucky 40217-1206,Kentucky,5027426564,Not Available,United States,South,East South Central
Monocacy Brewing Co,micro,1781 N Market St Frederick Maryland 21701-4305,Maryland,3016310671,Not Available,United States,South,South Atlantic
Montauk Brewing Co,micro,62 S Erie Ave Montauk New York 11954-5370,New York,6316688471,http://www.montaukbrewingco.com,United States,Northeast,Middle Atlantic
Montavilla Brew Works,micro,7805 SE Stark St Portland Oregon 97215-2339,Oregon,5039543440,http://www.montavillabrew.com,United States,West,Pacific
Montgomery Brewing Company,micro,306 2nd St NW Montgomery Minnesota 56069-1011,Minnesota,Not Available,http://www.montgomerybrewing.com,United States,Midwest,West North Central
Montross Brewery,micro,15381 Kings Hwy Montross Virginia 22520-2746,Virginia,8044527394,http://www.montrossbrewery.com,United States,South,South Atlantic
Moo-Duck Brewery,brewpub,79 S Wilson Ave Elizabethtown Pennsylvania 17022-2166,Pennsylvania,Not Available,http://www.mooduckbrewery.com,United States,Northeast,Middle Atlantic
Moody Tongue Brewing Company,micro,2136 S Peoria St Chicago Illinois 60608-4526,Illinois,3126005111,http://www.moodytongue.com,United States,Midwest,East North Central
"Moon Hill Brewing Co., Inc.",brewpub,74 Parker St Gardner Massachusetts 01440-3809,Massachusetts,9786690122,http://www.gardnerale.com,United States,Northeast,New England
Moon River Brewing Co,brewpub,21 W Bay St Savannah Georgia 31401-1106,Georgia,9124470943,http://www.moonriverbrewing.com,United States,South,South Atlantic
Moon Tower Sudworks,brewpub,3004 Canal St Houston Texas 77003-1627,Texas,8322660105,http://www.damngoodfoodcoldassbeer.com,United States,South,West South Central
Moonlight Pizza,brewpub,242 F St Salida Colorado 81201-2104,Colorado,7195394277,http://www.moonlightpizza.biz,United States,West,Mountain
Moonraker Brewing Company (Production Facility),micro,2349 Rickenbacker Way Auburn California 95602,California,5307456816,Not Available,United States,West,Pacific
MoonRidge Brewpub,brewpub,501 Bridge St Cornell Wisconsin 54732-8392,Wisconsin,7152391341,http://www.facebook.com/MoonRidge-Brew-Pub-1501996800095070,United States,Midwest,East North Central
Moonshrimp Brewing,micro,8428 SW 22nd Ave Portland Oregon 97219-2856,Oregon,5039702234,http://www.moonshrimpbrewing.com,United States,West,Pacific
Moontown Brewing,brewpub,345 S Bowers St Whitestown Indiana 46075,Indiana,5742503114,http://www.moontownbeer.com,United States,Midwest,East North Central
Moose Lake Brewing Company,micro,244 Lakeshore Drive Moose Lake Minnesota 55767,Minnesota,2184854585,http://www.mooselakebrewing.com,United States,Midwest,West North Central
More Brewing Co,brewpub,126 S Villa Ave Villa Park Illinois 60181-2653,Illinois,7735517506,http://Www.morebrewing.com,United States,Midwest,East North Central
Morgan Ridge Railwalk Brewery & Eatery,brewpub,421 N Lee St Salisbury North Carolina 28144-4424,North Carolina,7047548379,http://www.morganridgerailwalk.com,United States,South,South Atlantic
Morgan Street Brewery,proprietor,721 N 2nd St Saint Louis Missouri 63102-2518,Missouri,3142319970,http://www.morganstreetbrewery.com,United States,Midwest,West North Central
Morgan Territory Brewing,micro,1885 N Macarthur Dr Tracy California 95376-2820,California,2098348664,http://www.morganterritorybrewing.com,United States,West,Pacific
Morgantown Brewing Co,brewpub,1291 University Ave Morgantown West Virginia 26505-5450,West Virginia,3042926959,http://www.morgantownbrewing.com,United States,South,South Atlantic
Mortals Key Brewing Company,brewpub,4224 E Lake Rd Jamestown Pennsylvania 16134-4524,Pennsylvania,7249321080,http://www.mortalskey.com,United States,Northeast,Middle Atlantic
Moscow Brewing Company,micro,630 N Almon St Ste 130 Moscow Idaho 83843-9701,Idaho,2085964058,https://moscowbrewing.com/index.html,United States,West,Mountain
"Mother Bunch Brewing, Inc.",micro,825 N 7th St Phoenix Arizona 85006-3793,Arizona,6023683580,http://www.motherbunchbrew.com,United States,West,Mountain
Mother Earth Brew Co,micro,1428 Madison Ave Nampa Idaho 83687-3038,Idaho,7602953074,https://www.motherearthbrewco.com/nampa,United States,West,Mountain
Mother Road Brewing Co,micro,7 S Mikes Pike Flagstaff Arizona 86001-5589,Arizona,9287749139,http://www.motherroadbeer.com,United States,West,Mountain
Mother's Brewing Co,micro,215 S Grant Ave Springfield Missouri 65806-2001,Missouri,4178620423,http://www.mothersbrewing.com,United States,Midwest,West North Central
Mother Stewart's Brewing Co,micro,109 W North St Springfield Ohio 45504-2546,Ohio,Not Available,Not Available,United States,Midwest,East North Central
Mother Tucker Brewery,micro,2360 E 120th Ave Thornton Colorado 80233-1408,Colorado,3035659459,http://mothertuckerbrewery.com,United States,West,Mountain
Motobrewer,planning,Not Available San Francisco California 94112-1330,California,Not Available,http://www.motobrewer.com,United States,West,Pacific
Motor City Brewing Works,brewpub,470 W Canfield St Detroit Michigan 48201-1220,Michigan,3138322700,http://www.motorcitybeer.com,United States,Midwest,East North Central
Motor City Brewing Works Warehouse,micro,441 W Canfield St Detroit Michigan 48201-1231,Michigan,Not Available,Not Available,United States,Midwest,East North Central
Motor Row Brewing,micro,2337 S Michigan Ave Chicago Illinois 60616-2104,Illinois,Not Available,http://www.motorrowbrewing.com,United States,Midwest,East North Central
Motorworks Brewing,micro,1014 9th St W Bradenton Florida 34205-7331,Florida,9415676218,http://www.motorworksbrewing.com,United States,South,South Atlantic
Mount Hood Brewing Co,brewpub,87304 E Government Camp Loop Government Camp Oregon 97028,Oregon,5032723272,http://www.mthoodbrewing.com,United States,West,Pacific
Mount Shasta Brewing Co,micro,360 College Ave Weed California 96094-2706,California,5309382394,http://www.weedales.com,United States,West,Pacific
Mountain Cowboy Brewing Company,brewpub,318 5th St Frederick Colorado 80530,Colorado,3039524433,http://www.mountaincowboybrewing.com,United States,West,Mountain
Mountain Fork Brewery,micro,89 N Lukfata Trail Rd Broken Bow Oklahoma 74728-7025,Oklahoma,5804943233,http://www.mountainforkbrewery.com,United States,South,West South Central
Mountain Layers Brewing Company,micro,90 Everett Street Bryson City North Carolina 28713,North Carolina,8285380115,http://www.mtnlayersbeer.com,United States,South,South Atlantic
Mountain Rambler Brewery,micro,186 S Main St Bishop California 93514-3415,California,7602581348,http://www.mountainramblerbrewery.com,United States,West,Pacific
Mountain State Brewing Co,micro,1 Nelson Blvd Thomas West Virginia 26292,West Virginia,3044634500,http://www.mountainstatebrewing.com,United States,South,South Atlantic
Mountain Sun Pub and Brewery,brewpub,1535 Pearl St Boulder Colorado 80302-5408,Colorado,3035460886,http://www.mountainsunpub.com,United States,West,Mountain
Mountain Tap Brewery,brewpub,910 Yampa Street Steamboat Springs Colorado 80487,Colorado,9708796646,http://www.mountaintapbrewery.com,United States,West,Mountain
Mountain Toad Brewing,micro,900 Washington Ave Golden Colorado 80401-1047,Colorado,7206383244,http://mountaintoadbrewing.com,United States,West,Mountain
Mountain Town Brewing Co,micro,614 W Pickard St Mt Pleasant Michigan 48858-1504,Michigan,9894004666,http://www.mountaintownbrew.com,United States,Midwest,East North Central
Mountain Town Station Restaurant & Brew Pub,brewpub,506 W Broadway St Mt Pleasant Michigan 48858-2441,Michigan,9894004666,http://www.mountaintownbrew.com,United States,Midwest,East North Central
Mountain Valley Brewing,micro,4220 Mountain Valley Rd Axton Virginia 24054-2985,Virginia,2768332171,Not Available,United States,South,South Atlantic
Mountains Walking,brewpub,422 N Plum Ave Bozeman Montana 59718,Montana,4062193480,http://www.mountainswalking.com,United States,West,Mountain
Moylan's Brewery & Restaurant,brewpub,15 Rowland Way Novato California 94945-5001,California,4158984677,http://www.moylans.com,United States,West,Pacific
Mr Dunderbaks Biergarten and Brewery / Dunderbrau Brewing,brewpub,14929 Bruce B Downs Blvd Tampa Florida 33613-2860,Florida,8139774104,http://www.dunderbaks.ieasysite.com,United States,South,South Atlantic
Mt Lowe Brewing Company,micro,150 E Saint Joseph St Arcadia California 91006-2851,California,6262447593,http://www.mtlowebrewing.com,United States,West,Pacific
Mt. Rushmore Brewing Company,brewpub,140 Mt Rushmore Rd Custer South Dakota 57730-1829,South Dakota,Not Available,http://www.mtrushmorebrewing.com,United States,Midwest,West North Central
Mt Tabor Brewing Co,micro,124 SE 11th Ave Portland Oregon 97214-1354,Oregon,3605678199,http://www.mttaborbrewing.com,United States,West,Pacific
Mucky Duck Brewery,brewpub,4019 S Main St Akron Ohio 44319-3668,Ohio,3306445444,Not Available,United States,Midwest,East North Central
Mud Hound Brewing Co / MacDowell Brew Kitchen,brewpub,202B Harrison St SE Leesburg Virginia 20175-3701,Virginia,7037772739,http://www.macdowellbrewkitchen.com,United States,South,South Atlantic
Muddy Creek Brewery,micro,2 E Galena St Butte Montana 59701-1704,Montana,4062993645,http://muddycreekbrewery.com,United States,West,Mountain
Mudhen Brewing Company,brewpub,127 W Rio Grande Ave Wildwood New Jersey 8260,New Jersey,6095228383,Not Available,United States,Northeast,Middle Atlantic
Mudhook Brewing Co,brewpub,34 N Cherry Ln York Pennsylvania 17401-5306,Pennsylvania,7177473605,http://www.mudhookbrewing.com,United States,Northeast,Middle Atlantic
Mudshark Brewing Co,micro,210 Swanson Ave Lake Havasu City Arizona 86403-0966,Arizona,9284532981,http://www.mudsharkbrewingco.com,United States,West,Mountain
Mule & Elk Brewing Co,micro,418 East 1st St Ste 7 Cle Elum Washington 98922,Washington,2063211911,http://www.muleandelk.com,United States,West,Pacific
Multiple Brewing Company,micro,82 W Washington St Nelsonville Ohio 45764-1135,Ohio,6144957199,Not Available,United States,Midwest,East North Central
Mumford Brewing Company,micro,416 Boyd St Los Angeles California 90013-1631,California,6263759353,http://www.mumfordbrewing.com,United States,West,Pacific
Municipal Brew Works,micro,20 High St Hamilton Ohio 45011-2709,Ohio,5136422424,http://municipalbrewworks.com,United States,Midwest,East North Central
Munkle Brewing Company,micro,1513 Meeting Street Rd Charleston South Carolina 29405-9301,South Carolina,8437893109,http://MunkleBrewing.com,United States,South,South Atlantic
Muskellunge Brewing Company,micro,425 5th St NW Canton Ohio 44702,Ohio,Not Available,http://www.muskybrewco.com,United States,Midwest,East North Central
Mystery Brewing Co,brewpub,437 Dimmocks Mill Rd Ste 41 Hillsborough North Carolina 27278-2379,North Carolina,9196978379,http://www.mysterybrewing.com,United States,South,South Atlantic
Mystic Brewery,micro,174 Williams St Chelsea Massachusetts 02150-3804,Massachusetts,Not Available,Not Available,United States,Northeast,New England
Myths and Legends Brewing Company,micro,1115 Zygmunt Cir Westmont Illinois 60559-2684,Illinois,6304427864,http://www.mythsandlegendsbeer.com,United States,Midwest,East North Central
Naked City Brewing Co,brewpub,8564 Greenwood Ave N Seattle Washington 98103-3614,Washington,2068386299,http://www.nakedcitybrewing.com,United States,West,Pacific
Nale House Brewing Co,micro,32 N Main St Medford New Jersey 08055-2412,New Jersey,6097607246,http://www.nalehousebrewing.com,United States,Northeast,Middle Atlantic
Nano Brew Cleveland,brewpub,1859 W 25th St Cleveland Ohio 44113,Ohio,2168626631,http://www.nanobrewcleveland.com,United States,Midwest,East North Central
Nantahala Brewing Co,micro,61 Depot Street Bryson City North Carolina 28713-0483,North Carolina,8287886185,http://www.nantahalabrewing.com,United States,South,South Atlantic
Napa Palisades Beer Company,proprietor,1000 Main St Napa California 94559-2645,California,7072961552,http://www.napapalisadesbeer.com,United States,West,Pacific
Napa Smith Brewery,micro,101 Yolano Dr Vallejo California 94589-2250,California,7072552912,http://www.napasmithbrewery.com,United States,West,Pacific
Napa Valley Brewing Co/ Calistoga Inn,brewpub,1250 Lincoln Ave Calistoga California 94515-1741,California,7079424101,http://www.napabeer.com,United States,West,Pacific
Narragansett Brewing Co,regional,461 Main St Pawtucket Rhode Island 02860-2913,Rhode Island,4014378970,http://www.narragansettbeer.com,United States,Northeast,New England
Narrow Gauge Brewing Company,brewpub,1595 N Highway 67 St Florissant Missouri 63031-4606,Missouri,3148313222,http://www.narrowgaugestl.com,United States,Midwest,West North Central
Narrows Brewing Company,micro,9007 S 19th St Tacoma Washington 98466-1819,Washington,2533271400,http://www.narrowsbrewing.com,United States,West,Pacific
Natchez Brewing Co,micro,207 High St Natchez Mississippi 39120-3222,Mississippi,8287135311,http://www.natchezbrew.com,United States,South,East South Central
Natian Brewery,micro,1321 NE Couch St Portland Oregon 97232-3007,Oregon,9716787116,http://www.natianbrewery.com,United States,West,Pacific
Natty Greene's Brewing Co,regional,1918 W Gate City Blvd Greensboro North Carolina 27403-2615,North Carolina,3362741373,http://www.nattygreenes.com,United States,South,South Atlantic
Natty Greene's Pub & Brewing Co,brewpub,345 S Elm St Greensboro North Carolina 27401-2603,North Carolina,3368566111,http://www.nattygreenes.com,United States,South,South Atlantic
Nature Coast Brewing Company,micro,564 N Citrus Ave Crystal River Florida 34428-4017,Florida,3527950956,http://www.naturecoastbrewingco.com,United States,South,South Atlantic
Naughty Monk Brewery L.L.C.,micro,2507 Lakewood Ranch Blvd Bradenton Florida 34211-4949,Florida,9417082966,http://www.naughtymonkbrewery.com,United States,South,South Atlantic
Naukabout Brewery,micro,13 Lake Ave Mashpee Massachusetts 02649-2075,Massachusetts,7743130200,http://www.naukabout.com,United States,Northeast,New England
Navigation Brewing Co,micro,122 Western Ave Lowell Massachusetts 01851-1433,Massachusetts,Not Available,http://www.navigationbrewing.com,United States,Northeast,New England
Nebraska Brewing Co - La Vista,micro,6950 S 108th St La Vista Nebraska 68128-5701,Nebraska,4029340950,Not Available,United States,Midwest,West North Central
Neches Brewing Company,brewpub,1108 Port Neches Ave Port Neches Texas 77651-2804,Texas,4092375700,Not Available,United States,South,West South Central
Neshaminy Creek Brewing Co,regional,909 Ray Ave Croydon Pennsylvania 19021-7510,Pennsylvania,2154587081,http://www.neshaminycreekbrewing.com,United States,Northeast,Middle Atlantic
Network Brewery,micro,1824 Carnegie Ave Santa Ana California 92705-5503,California,6578598004,http://www.networkbrewery.com,United States,West,Pacific
Neuse River Brewing Company,micro,518 Pershing Rd Raleigh North Carolina 27608-2624,North Carolina,9842328479,http://www.neuseriverbrewing.com,United States,South,South Atlantic
Never Summer Brewing Co,micro,62 E Agate Ave Granby Colorado 80446,Colorado,9708870333,Not Available,United States,West,Mountain
New Albanian Bank Street Brewhouse,brewpub,415 Bank St New Albany Indiana 47150-3407,Indiana,8127259585,http://www.newalbanian.com,United States,Midwest,East North Central
New Anthem Beer Project,micro,116 Dock St Wilmington North Carolina 28401-4433,North Carolina,9103994683,http://www.newanthembeer.com,United States,South,South Atlantic
New Axiom Brewing Company,micro,949 NE Columbus  Lees Summit Missouri 64086,Missouri,Not Available,http://www.newaxiombrewco.com,United States,Midwest,West North Central
New Belgium Brewing Co,regional,21 Craven St Asheville North Carolina 28806-,North Carolina,8885989552,http://www.newbelgium.com,United States,South,South Atlantic
New Belgium Brewing Co,regional,500 Linden St Fort Collins Colorado 80524-2457,Colorado,9702210524,http://www.newbelgium.com,United States,West,Mountain
New Bohemia Brewing Co,brewpub,1030 41st Ave Santa Cruz California 95062-4447,California,8313500253,http://www.nubobrew.com,United States,West,Pacific
New Boswell Brewing Co,micro,410 N 10th St Richmond Indiana 47374,Indiana,7655467856,http://www.newboswell.com,United States,Midwest,East North Central
New District Brewing Company,micro,2709 S Oakland St Arlington Virginia 22206-2309,Virginia,7038885820,http://www.newdistrictbrewing.com,United States,South,South Atlantic
New England Brewing Co,micro,175 Amity Rd Woodbridge Connecticut 06525-2201,Connecticut,2033872222,http://www.newenglandbrewing.com,United States,Northeast,New England
New English Brewing Co Inc,micro,11545 Sorrento Valley Rd Ste 305 San Diego California 92121-1322,California,6198578023,http://www.newenglishbrewing.com,United States,West,Pacific
New Era Fine Fermentations,micro,321 S Frankfort Ave Tulsa Oklahoma 74120,Oklahoma,9183670640,http://www.neffbrewing.com,United States,South,West South Central
New Glarus Brewing Co,regional,2400 State Highway 69 New Glarus Wisconsin 53574,Wisconsin,6085275850,http://www.newglarusbrewing.com,United States,Midwest,East North Central
New Glory Craft Brewery,micro,8251 Alpine Ave Sacramento California 95826-4708,California,9164519355,http://www.newglorybeer.com,United States,West,Pacific
New Groove Artisan Brewery,brewpub,4078 Highway 9 Boiling Springs South Carolina 29316-8501,South Carolina,8645863900,http://www.newgroovebrew.com,United States,South,South Atlantic
New Heights Brewing Co,micro,928 5th Ave S Nashville Tennessee 37203-4612,Tennessee,6154906901,http://www.newheightsbrewing.com,United States,South,East South Central
New Helvetia Brewing Company,micro,1730 Broadway Sacramento California 95818-2320,California,9164699889,http://www.newhelvetiabrew.com,United States,West,Pacific
New Holland Brewing Co,regional,66 E 8th St Holland Michigan 49423-3504,Michigan,6163556422,http://www.newhollandbrew.com,United States,Midwest,East North Central
New Image Brewing Co,brewpub,5622 Yukon St Arvada Colorado 80002-2446,Colorado,7708811010,http://www.nibrewing.com,United States,West,Mountain
New Jersey Beer Co,micro,4201 Tonnelle Ave North Bergen New Jersey 07047-2430,New Jersey,2017588342,http://www.njbeerco.com,United States,Northeast,Middle Atlantic
New Oberpfalz Brewing,brewpub,121 E Main St Griffith Indiana 46319-2243,Indiana,3127381308,http://www.newoberpfalz.com,United States,Midwest,East North Central
New Orleans Lager and Ale Brewing (NOLA Brewing),micro,3001 Tchoupitoulas St New Orleans Louisiana 70115-1039,Louisiana,5048969996,http://www.nolabrewing.com,United States,South,West South Central
New Province Brewing Company,micro,1310 W Hudson Rd Rogers Arkansas 72756-2311,Arkansas,4795313233,http://newprovincebrewing.com,United States,South,West South Central
New Sarum Brewing,micro,109 N Lee St Salisbury North Carolina 28144,North Carolina,7043105048,http://www.newsarumbrewing.com,United States,South,South Atlantic
New Smyrna Beach Brewing Co,micro,143 Canal St New Smyrna Beach Florida 32168-7067,Florida,3869573802,http://www.newsmyrnabrewing.com,United States,South,South Atlantic
New South Brewing Co,micro,1109 Campbell St Myrtle Beach South Carolina 29577-3527,South Carolina,8439162337,http://www.newsouthbrewing.com,United States,South,South Atlantic
New Terrain Brewing Company,micro,16401 Table Mountain Pkwy Golden Colorado 80403-1863,Colorado,7206977848,http://newterrainbrewing.com,United States,West,Mountain
New Union Brewing,micro,400 W Main St Lowell Michigan 49331-1617,Michigan,6163197171,http://www.newunionbrewery.com,United States,Midwest,East North Central
New Village Brewery and Taproom,micro,702 Broad St Oriental North Carolina 28571-9778,North Carolina,2522496132,http://www.newvillagebrewery.com,United States,South,South Atlantic
New York Beer Project,brewpub,6933 S Transit Rd Lockport New York 14094-6330,New York,7167436927,http://www.nybeerproject.com,United States,Northeast,Middle Atlantic
Newaygo Brewing Co,brewpub,19 State Rd Newaygo Michigan 49337-7951,Michigan,2314526551,http://www.newaygobrewing.com,United States,Midwest,East North Central
Newburgh Brewing Company,micro,88 S Colden St Newburgh New York 12550-5640,New York,8455692337,http://www.newburghbrewing.com,United States,Northeast,Middle Atlantic
Newburyport Brewing Co,micro,4 New Pasture Rd Newburyport Massachusetts 01950-4040,Massachusetts,9784638700,http://www.nbptbrewing.com,United States,Northeast,New England
Newgrass Brewing Company,micro,213 S Lafayette St Shelby North Carolina 28150-5349,North Carolina,7049371280,http://www.newgrassbrewing.com,United States,South,South Atlantic
Next Door Brewing Company,brewpub,2439 Atwood Ave Madison Wisconsin 53704-5604,Wisconsin,6087293683,http://www.nextdoorbrewing.com,United States,Midwest,East North Central
Nickel Beer Co,micro,1485 Hollow Glen Rd Julian California 92036,California,7607652337,http://www.nickelbeerco.com,United States,West,Pacific
Nickelpoint Brewing Co,micro,506 Pershing Rd Raleigh North Carolina 27608-2624,North Carolina,9199165961,http://www.nickelpointbrewing.com,United States,South,South Atlantic
"Night Shift Brewing, Inc",regional,87 Santilli Hwy Everett Massachusetts 02149-1906,Massachusetts,6172944233,http://www.nightshiftbrewing.com,United States,Northeast,New England
NightLife Brewing Co,micro,1588 Nw 7th St Miami Florida 33125,Florida,7867872337,http://www.nightlifebrewingco.com,United States,South,South Atlantic
Nimble Brewing,micro,1735 Oak St Kansas City Missouri 64108,Missouri,8167871822,http://www.nimblebrewing.com,United States,Midwest,West North Central
Nine Band Brewing Co.,micro,9 Prestige Cir Allen Texas 75002-3419,Texas,9726635707,http://www.ninebandbrewing.com,United States,South,West South Central
Nine Giant Brewing,brewpub,6095 Montgomery Rd Cincinnati Ohio 45213-1617,Ohio,5133664550,http://www.ninegiant.com,United States,Midwest,East North Central
Ninkasi Brewing Co,regional,155 Blair Blvd Eugene Oregon 97402-4146,Oregon,5413442739,http://www.ninkasibrewing.com,United States,West,Pacific
Nisqually Valley Brewing,micro,704 W Yelm Ave Yelm Washington 98597-7676,Washington,4252328191,http://www.nisquallyvalleybrewing.beer,United States,West,Pacific
